book_title,author,reader_review,rating
Personne ne sort d'ici vivant,Adam Nevill,Comment dire... Je m'attendais à lire un livre d'horreur... C'est quand-même Bragelonne Terreur.,0.5
Les usurpatrices,Christine Adamo,"Retour SP sur: ""Les usurpatrices"" de Christine Adamo.",5.0
Peurs,Aurélie Moulin,"Faisant partie d'une minorité de lecteurs qui apprécient les nouvelles (quel dommage pour la majorité restante), j'ai été séduit par ces récits qui remplissent parfaitement le cahier des charges inhérent à ce genre littéraire injustement délaissé: format court mais percutant, situations à la fois intenses et réalistes, personnages vite et bien campés, descriptions brèves mais rigoureuses, chutes inattendues... Quatre histoires très bien troussées et glaçantes d'effroi qui vous rappelleront forcément des souvenirs plus ou moins lointains...",4.5
Le village des ténèbres,David Coulon,"Vraiment sympathique ce petit bouquin. Au début, je m'attendais à autre chose, j'ai donc eu de la peine à me mettre dans l'histoire. Le livre auquel je m'attendais était mieux dans ma tête que sur papier... Mais une fois cette pensée envolée, c'était une petite merveille. J'ai bien aimé les personnages, l'intrigue et surtout la fin.",4.0
Possibles océans,Françoise Chauffier,Je tiens à remercier les éditions Alter Real pour m'avoir permis de lire ce livre.,5.0
Jack Rosenblum rêve en anglais,Natasha Solomons,"j'ai bien aimé, ça met du temps à démarrer au début, mais ce livre m'a beaucoup plu ! En plus, quand on parle de sa femme, on évoque les recettes culinaires de sa famille comme dans le livre ""Les 5 Quartiers de l'orange"", elle a une recette pour les chagrins d'amour, une pour les jours pluvieux, et un gâteau des souvenirs... JE SUIS FAN ! J'aurais voulu avoir le détail des recettes !",4.0
Les Willoughby,Lois Lowry,"c'est un livre noir. Hyper humoristique. Pas noir, noir, ça se finit bien, c'est pas affreux, glauque dégoûtant. Mais les parents sont de mauvais parents, comme dans Matilda, par exemple la petite Jane veut adopter le bébé trouvé devant la porte ""parce qu'il est trop mignon avec ses bouclettes"" : hop la mère prend des petits ciseaux, coupe les bouclettes. problème résolu. D'ailleurs la petite Jane acquiesce : ""il est tout banal comme ça"".",5.0
"La diaspora des Desrosiers, Tome 2 : La traversée de la ville",Michel Tremblay,"’est peu dire que j’aime cet auteur, je veux bien partir avec lui dans toutes « ses traversées » à l’origine de la famille Desrosiers sans jamais m’ennuyer. Après, « Victoire » et surtout « La traversée du Continent » qui avait vu la petite Rhéauna, arriver chez sa mère Maria qui l’a fait venir pour s’occuper de son petit frère né d’un autre père, nous voilà avec elle, sa mère et son petit frère en 1914 à Montréal. Rhéauna, a fini par accepter et aimer son sort car son petit frère est adorable et sa mère fait tout pour qu’elle aille à l’école et satisfasse son envie de lecture. Elle ne s’occupe du petit que lorsque sa mère travaille dans le bar le soir. Mais cette enfant écoute les conversations des grands et évidemment, en 1914, on parle de la guerre, comme c’est une enfant courageuse, elle décide de sauver sa mère et son petit frère et d’acheter des billets de train pour rejoindre ses grands-parents et ses deux sœurs à la campagne dans le Saskatchewan. On suit donc le trajet de cette enfant à travers la grande ville de Montréal et tous les dangers qu’elle est capable d’affronter seule. Mais le roman n’est pas construit de façon linéaire, parfois nous sommes en 1912 quand Maria arrive chez son frère Ernest et ses deux sœurs Tititte et Tina et qu’elle explique pourquoi elle est venue les rejoindre : elle est enceinte d’un homme qui n’est pas de son mari et qui a disparu .",5.0
"La ronde des saisons, tome 5 : Retrouvailles",Lisa Kleypas,"Quand bien même je n’ai pas autant apprécié le précédent tome de cette série consacrée au Laissées pour compte, j’avais très envie de replonger une dernière fois dans cette saga qui fut dans son ensemble une très agréable et bonne surprise. D’autant plus que la romance présentée cette fois-ci prend place à noël et se veut donc idéale pour cette fin d’année.",4.0
Inséparables,Sarah Crossan,👯 𝐀𝐯𝐢𝐬 : Préparez-vous à lire un livre écrit et traduit en vers libre. Pour ma part c’était une première. Et je suis contente d’avoir découvert cette forme d’écriture.,3.0
Au cœur des vagues,Julie Thomières,"12 ans après avoir fui votre ville et votre pays, un proche vous rappel d'une manière suppliante pour venir au chevet du bourreau qui vous a gâcher la vie, seriez-vous prêt à surmonter tout vos démons pour accéder à cette requête ? Venez suivre la décision de Kurt.",5.0
Quelques minutes après minuit ,Ness Patrick,J'ai trouvé ce livre absolument magnifique. Une histoire assez dure mais d'une grande poésie qui touche profondément. Les illustrations jouent un rôle aussi très important. On a l'impression d'entrer dans un univers fabuleux qui donne vie aux sentiments des personnages.,5.0
"Tex Color, tome 18 : La casa del giudice e altre storie",Mauro Boselli,La maison du juge. (4/5),4.0
Émotions ,Cyrielle Bedu,"Un documentaire très intéressant sur les émotions, notamment l'hypersensibilité.",4.0
La Chartreuse de Parme, Stendhal,"Encore un classique avalé ! Alors bien sûr la Chartreuse est un chef d’œuvre, même si les réactions des héros, pleines de naïveté et d’exagérations dans tous les sens, sont parfois un peu ridicules. Mais ce livre de passion est magnifique et il doit être lu par tout lecteur qui se respecte.",4.0
Plus fort qu'elle,Jacques Expert,Encore une intrigue bien ficelée !,5.0
Jack et la grande aventure du cochon de Noël,J. K. Rowling,"je suis mitigée. au début j ai adoré, c est mignon, c est légé,créatif, agréable à lire pendant les périodes de noel. Après,j ai trouvé que les péripéties traînaient en longueur[/masquer]même si justement l introduction des personnages comme le bonheur,les principes..etc.. donnent une autre dimension à l histoire.",3.0
Jeunesse,Pierre Nora,"Les Mémoires d'un intellectuel de cette trempe sont toujours intéressants à découvrir, comme l'ont été ceux de Jean-François REVEL ou Edgar MORIN, qui évoluaient d'ailleurs tous deux dans le même cercle. Ces gens ont côtoyé l'élite des intellectuels à leur apogée et leurs souvenirs sont passionnants. Pierre NORA est de ceux-là, bien qu'ayant choisi de moins s'exposer. Il est brillant, sa carrière est incroyable, son écriture est facile, les personnages qui émaillent son parcours sont la plupart du temps des noms (plus ou moins) connus. Le livre est assez court et se lit très facilement. Et Pierre NORA est par ailleurs plein d'humilité et de lucidité sur lui-même, ce qui ajoute à sa réputation.",3.5
Le sergent Salinger,Jerome Charyn,"Un bon cru ! Nous plongeons dans la préparation du débarquement et de la reconquête de la France. On replonge par la lecture dans de nombreux films sur le sujet, mais cela reste haletant, car nous sommes à hauteur humaine afin de saisir les failles du futur auteur. C'est de la fiction, mais tellement bien ressenti qu'on ne doute jamais d'une possible vérité ! Un petit défaut : un peu trop de redites.",3.5
Celui qui n'abîmera plus les plantations,Magali Stourme,"Quelle belle découverte! Si vous aimez lire les romans ""Feel good"" alors n hésitez pas à les lire, j ai commencé par le 1er roman Quand les ballons n'abimeront plus les plantations ( Devenu ensuite Celui qui n'abîmera plus les plantations ) même si je suis une petite lectrice, j ai aimé toute suite la facilité à le lire, le flot des écrits, en le lisant on a souvent le sourire et parfois la petit larme, l histoire de la famille Caporossa, quand les enfants prennent leur envol,...un peu notre histoire, et revivre les souvenirs fabriqués au fil des années, car c est sûr ça passe tellement vite,....en plus la touche d originalité de l auteure est d accompagner les chapitres d une playlist de tubes qu on a tous connu et puis s enchaîne l envie de lire le 2ème roman Celui qui semait le bonheur",5.0
"Cabinet médical, bonjour ?",Lectrice indépendante,"Ce matin, j ai lu Cabinet Médical bonjour ! Ce livre d anecdotes se lit rapidement car très fluide et aéré. Il est facile de s arrêter et de le reprendre à tout moment, à lire n importe où, n importe quand, avec seulement 5 minutes de temps ou plus. Avec résilience, bienveillance et empathie, cette secrétaire médicale nous raconte des anecdotes de patients, plus ou moins cocasses. Une invitation à la détente et au sourire. Je recommande",5.0
Nouveau message,Amarys Hugueny,Un grand merci à l’auteur de m’avoir fait confiance.,3.0
La promeneuse,Hélène Herry,"« A travers les chiens nous rendons hommage à l'amour, et à sa possibilité. Qu'est-ce qu'un chien, sinon une machine à aimer? »",5.0
"Avril, tome 3",Léa Como,Je tiens à remercier les éditions Hachette-Lab de m'avoir permis de lire cette trilogie coup de cœur. J'espère qu'un jour elle sortira en coffret intégral.,5.0
Les portes perdues,Seanan McGuire,LU EN VO,3.5
Le pire Noël de ma vie ! Ou pas...,Virginie T.,"Exilée en Laponie pour exhauser les derniers souhaits de sa grand-mère, l'héroïne s'engage dans une aventure qu'elle n'aurait même pas pu imaginer. Là-bas, elle fait la rencontre de trois hommes qui vont la soutenir et l'aider à respecter les souhaits en question.",3.0
La Sagesse tragique. Du bon usage de Nietzsche:Inédit,Michel Onfray,Michel a dépoussiéré un vieux livre de jeunesse pour nous parler de son philosophe préféré : Nietzsche.,3.5
Alerte avalanche d'amour et tempête de flocons,Alex Kin,"Mon ressenti: Un très bon roman, lu en lecture commune, sans quoi je serai passée à côté!",5.0
Celui qui n'abîmera plus les plantations,Magali Stourme,"Mes impressions en fermant ce livre : J'ai passé un agréable moment de lecture. Dans ce roman, tout le monde y retrouve une tranche de vie. J'ai bien rigolé à certains chapitres. C'était une très belle découverte. Bravo pour un premier roman",4.0
Frangines,Adèle Bréau,Ce roman aurait pu être sympa mais je n'ai pas accroché autant à l'histoire qu'au style d'écriture.,2.0
Fatal baby,Jaillet Nicolas,"J’ai enfin lu la suite de Mauvaise graine. mais malheureusement, j’ai été moins emballé que par ce dernier.",2.0
L'âge du fond des verres,Claire Castillon,J'ai adoré ce livre car c'est comme si on lisait le journal intime d'une jeune fille qui rentre au collège et qui a honte de ces parents qui sont vieux.,4.0
Rendez-vous au chalet des coeurs oubliés,Emily Blaine,Une agréable lecture.,3.5
"La passeuse de mots, tome 2 : L'oeil de vérité",Alric & Jennifer Twice,Le tome 2 était attendu pour ma part avec une grande impatience.,5.0
L'étudiant,Vincent Hauuy,"Un thriller qui nous plonge dans une ambiance. Celle du doute, de la paranoïa, de l'étrange et du danger. Un danger dont il faudra découvrir l'origine pour en comprendre toute l'envergure. Un roman qui va se révéler plein de surprises. Le lecteur comprendra peut-être certains points ou aura des débuts de pistes mais impossible de tout bien saisir avant les révélations finales.",4.0
Azuro et le défi du Père Noël, Laurent et Olivier Souillé,Les aventures d’Azuro sont toujours de gros coup de cœur pour notre famille.,5.0
Histoires du soir pour les adultes qui ont peur du noir,Fabrice Del Rio Ruiz,"Il est bien loin le moment où l’on se faisait lire une histoire pour s’endormir et certains d’entre nous les lisent désormais à leurs enfants. Mais pourquoi arrêtons-nous, pour la plupart, ces instants de quiétude absolue en compagnie d’une histoire positive et apaisante avant d’entrer dans le monde des songes ? A l’âge adulte, cette pratique est minimisée malgré l’étonnant bien-être qu’elle procure. Histoires du soir, le premier livre d’Anne-Charlotte Sangam publié aux éditions Leduc est peut-être un premier pas pour renouer avec ce moment précieux.",5.0
Ces orages-là,Sandrine Collette,"Clémence a vécue pendant 3 ans une relation toxique avec un homme violent et elle finie par s'enfuir . Elle choisie une maison laide qui reflète ses états d'âmes actuels ,car elle se sent vide, invisible aux yeux des autres et seule. Avec son voisin Gabriel ,qui pourrait être son père, elle s'ouvre sur son monde intérieur et tente de comprendre pourquoi sans son agresseur elle n'est rien.....Un roman intéressant sur les patterns des femmes violentées. Je donne 7/10",3.0
"One Piece, tome 100",Eiichirô Oda,Tome de folie 🤩,5.0
Contes modernes de Noël,Mouna Bouslouk,"J’ai dévoré ce recueil de nouvelles où les personnages se croisent autour d’un bar à vins à quelques jours de Noël avec autant de plaisir et de gourmandise qu’un chocolat chaud accompagné de pain d’épices.☕️❄️🍷 C’est léger, sensible et bien écrit. J’ai adoré toutes les nouvelles sans exception. Je me suis attachée à chacun des personnages qui ont tous une personnalité et une histoire bien à eux.",5.0
Les amis de petit Renard,Nicolas Gouny,"Que pourrait-on trouver dans la hotte du père noël ? Des joujoux, des chocolats, et aussi des livres bien sûr !",3.5
La plus secrète mémoire des hommes,Mohamed Mbougar Sarr,"Roman bouleversant par toute l’histoire qui nous fait voyager et rentre dans les profondeurs des sentiments ressenties par les protagonistes. La construction du livre peut parfois égarer, en nous faisant hésiter sur qui est en train de parler. Aussi, le vocabulaire et les tournures de phrase ne sont pour moi pas accessibles au grand public et ont failli me faire lâcher le livre plus d’une fois. J’ai cependant adoré les thèmes abordés, comment ils l’étaient et à quel point on pouvait rentrer dans l’intime des expériences vécues par les personnages.",3.5
Le cimetière des escargots,Marc Daniau,"Cette collection d'histoires rapides est un vrai délice. Et ce livre-ci est une de mes pépites préférées. Une histoire bouleversante qui raconte tout en finesse l'enfance maltraitée, la peur, le sentiment de honte mêlé de rejet, l'envie de rendre oeil pour oeil, dent pour dent...",5.0
"L'école des mauvais méchants, tome 1",Stephanie S. Sanders,"Pour ce roman, c’est surtout la couverture qui m’a attirée et m’intriguait. Et puis les personnages qui sont dessus ont la classe… enfin pas tous, mais la majorité. Bref, ça me donnait bien envie de découvrir cette lecture, même si le titre “mauvais méchants” me faisait tiquer et est beaucoup moins parlant que l’ancien nom de l’école : centre de redressement pour méchants récalcitrants.",3.5
Valentine et l'oiseau,Benjamine Achiba,J'ai été touché par la force de la relation entre Valentine et Simon. J'ai beaucoup aimé cette histoire qui donne du baume au coeur.,5.0
Où vivaient les gens heureux,Joyce Maynard,"Quel beau et bon roman! Le grand prix de littérature américaine attribué à ce livre est vraiment justifié. C'est là que l'on peut voir l'importance du style. Les histoires de famille constituent le principal sujet des romans, toute la différence réside dans la manière de le traiter. Vrai plaisir de lecture, personnages attachants sans aucune mièvrerie , on se sent proche d'Eleanor.Roman qui fait songer à j c Oates.",5.0
Je te ferai aimer Noël, Caro M. Leene,Une romance de Noël qui se lit bien...,3.5
"Le cauchemar d'Innsmouth, tome 1",Gou Tanabe,"""Le Cauchemar d'Innsmouth"" encore une adaptation réussi par Gou Tanabe, qui s'attaque cet fois à un récit que beaucoup considèrent comme une des meilleur nouvelles d'H. P. Lovecraft et c'est aussi une des plus connu. Tout est dit dans le titre, le cauchemar est bien là et il ne fait que commencer, ce premier tome pause les jalons d'une histoire complètement hallucinante ou ce mêle tous les ingrédients qui font la réussite des récits d'H.P.L.",4.5
"Cabinet médical, bonjour ?",Lectrice indépendante,"En cette fin d’année chargée et pas toujours joyeuse ou légère, ce petit recueil d’anecdotes tombe à point nommé ! Si vous avez besoin d’un peu de légèreté et d’une lecture rapide et détente, cet ouvrage est fait pour vous et je ne peux que vous conseiller de le lire le plus rapidement possible. Entre moments touchants, drôles, déstabilisants ou parfois agaçants, l’autrice nous partage son quotidien de secrétaire médicale pour différents médecins ou cabinets.",4.0
Mortel,Taous Merakchi,"Voici un bel ouvrage qui permet de bien aborder le sujet sensible qu'est la mort. La mise en pages est très réussie (et la couleur choisir pour l'ensemble du livre est très esthétique !), le livre est agréable à lire ; les chapitres s'articulent logiquement entre eux, le style est fluide et l'ensemble se lit très bien. Ce livre permet de prendre du recul, de réfléchir sur ce sujet qui se trouve ici traité sous plusieurs angles, qui permettent d'englober la plupart des questions que l'on eut se poser sur la mort : qu'est-ce que la mort, comment faire son deuil, bien mourir, les métiers en lien avec la mort, etc.",4.0
"Kaamelott, tome 6 : Le Duel des Mages ",Alexandre Astier,"Après une énième bataille où Merlin s’avère inutile, les chevaliers de la Table Ronde décide de se débarrasser de Merlin. Mais Arthur ne l’entends pas de cette oreille et pour éviter à Merlin d’être banni, il décide d’une épreuve pour départager les mages et choisir le meilleur pour Kaamelott. L’occasion d’un nouveau terrible duel entre les deux meilleurs ennemis, Merlin et Elias de Kelliwic’h…",3.5
"La part de l'ombre, tome 2 : Rendre justice",Patrice Perna,"Seconde partie de l'enquête menée par Guntram Muller, l'ex policier allemand qui avait mené l'enquête sur Bavaud, le jeune suisse qui avait décidé de tuer Hitler en 1938. Devenu journaliste, il essaie de faire annuler le verdict mais ses efforts sont vains malgré le concours d'un jeune débutant, Wolf.",4.0
Borderline Niveau 1 La Surface Livre II,Zoë Hababou,"Je suis pas sure, parce que le choc est encore là, mais il me semble bien qu'on tient le bouquin le + puissant de la saga.",5.0
Borderline Niveau 1 La Surface Livre I,Zoë Hababou,"Quatrième tome ! C'est bon, non ? On a fait le tour de la question, on s'est bien marré maintenant ça devrait commencer à tourner en rond cette histoire, non ? Un type qui suçote des lianes, on va pas en parler pendant des centaines et des centaines de pages !",5.0
"Napoléon, tome 2 : Le soleil d'Austerlitz",Max Gallo,"Je n'ai qu'un mot : passionnant !!! J'ai aimé encore plus que le premier tome, peut-être car on reprend à un moment déjà trépidant de la vie de Napoléon : lorsqu'il vient de devenir Premier Consul. On le voit donc progresser, déjouer les complots, s'assurer des appuis et œuvrer pour la France et la paix tout en arrivant petit à petit à la création de l'Empire et à la bénédiction pontificale. On voit également que pouvoir politique était (est) synonyme de pouvoir sur les femmes... c'est impressionnant à quel point les femmes se laissaient ""conquérir"" sans opposer la moindre résistance juste parce que c'était l'Empereur... Enfin on termine sur l'une des plus belles batailles de Napoléon, narrée avec grand talent par Max Gallo : Austerlitz. C'est vraiment un livre mené tambour battant qui nous en apprend beaucoup sur les différentes facettes de Napoléon, positives comme négatives.",5.0
Sous le regard de Laria,Chloé Garcia,"Très content d’avoir terminé cette lecture à cause d’un défaut qui également sa grande richesse et par la même occasion, le point fort de l’auteure. Bien sûr, j’aurais le temps d’y revenir lors de la rédaction de mes deux fameuses listes. Pour le moment, je dois révéler que ce roman aura droit à une suite donc, pouvez-nous espérer voir la naissance d’une trilogie ou d’une saga plus longue ? Si c’est le cas, je suis partant car mine de rien, l’histoire était très intéressante. Comme toutes les fantasy, nous avons droit à une multitude de personnages, venant de la classe royale, commerçante, guerrière ou du bas-peuple, tout simplement. L’un de ses protagonistes a su attirer mon attention alors qu’il arrive tardivement dans l’histoire, bien qu’il soit évoqué à de nombreuses reprises. Là encore, je prendrais le temps d’en parler un peu plus et d’ailleurs, je pense qu’il est temps pour moi de passer à la rédaction de mes deux listes.",4.0
"Les enquêtes de Lady Hardcastle, tome 3 : La mort au tournant",T.E. Kinsey,Un cosy mystery à la sauce british so beautiful and interesting!😄,5.0
"Le Renard et le Petit Tanuki, tome 1",Mi Tagawa,Premier manga de ma vie qui met en scène des animaux. Axé autour de croyances et de divinités Le Renard et le Petit Tanuki est une aventure très mignonne pour petit et grand. Un peu de mal au début avec le sens de lecture mais on s'y fait très vite. Les dessins y sont agréables !,4.0
La Machine à explorer le temps, Herbert George Wells,"Aussi loin que je me rappelle, cette histoire m'a toujours fascinée. Je crois en avoir vu deux adaptations à la télé, mais bizarrement je ne l'avais jamais lue.",3.0
Sorcières,Mona Chollet,"Mona Chollet nous apporte une vision scientifique et accessible du mythe de la sorcière. La remontée historique de la chasse aux sorcières aux États-Unis et des origines du mythe ont été particulièrement intéressant. Chollet confronte l'histoire à la vision de la femme libre et indépendante d'aujourd'hui. Parfois trop collée à une forme de vécu, parfois extrêmement pertinent, cet essai est une source d'information et à la fois un constat sur un ressenti féminin (que la lectrice a déjà connu au moins une fois dans sa vie).",4.0
Bazaar intégrale ,Stephen King,"720 pages... Je comprends que certaines éditions l'aient coupé en deux volumes. Sur la manipulation étrange et retorse des habitants d'une petite ville qui devient vite un empilement de petites histoires. Il me faudrait faire un tableau : Qui fait Quoi à Qui. Et à chaque chapitre, je pense ""au suivant"" . Donc un personnage en moins, un personnage en plus ... Bof.",3.0
Voyage dans la Terre d’en Bas, Yulka,"Bonsoir,",5.0
Le Ventre Vide,Nadia Bergougnoux,Âmes sensibles s'abstenir.,4.0
Jusqu'au dernier battement de ton cœur,Elinna T. Higg,"Even est un jeune homme qui a tout perdu, ses amis et son frère à la suite d'un accident de voiture. Ses amis sont morts et son frère en prison car il est responsable de l'accident. Il est devenu la personne à qui tout le monde s'en prend dans son lycée. Il est tout seul. Jusqu'au jour où Lucas, un élève du lycée décide d'aller lui parler tout en discrétion. Personne ne doit savoir qu'il commence à devenir ami avec Even. On va suivre ces deux jeunes hommes et voir leur relation évoluer et parfois ça ne sera pas quen bien.",4.5
Sex Education : Le guide ultime sans tabous sur le sexe,Jordan Paramor,"Assez surprise d’avoir reçu ce livre lors d’une masse critique privilège, j’ai appris par la suite que nous l’avions revu en remplacement de celui initialement prévu, qui était sur la série.",4.0
Je n'y arrive plus !,L.L.L. David,Une romance de Noël française coup de cœur,5.0
Les 4 enquêtrices de la supérette Gwangseon,Gun-woo Jeon,"Un cosy mystery coréen ? Évidemment que j'achète ! J'étais curieuse de découvrir tout ça, surtout que ça se passe en Corée du sud. Et bien je n'ai pas été déçue ! Cela a été une lecture fraîche, drôle et pour le coup dépaysante. La couverture est juste géniale et c'est le premier élément qui m'a fait tiquer : elle représente bien le style de lecture que ça va être.",5.0
Une vie à t'attendre,Alia Cardyn,"J'avais très envie de découvrir Alia Cardyn et j'ai commencé par ce roman, un de ses premiers. Il me laisse assez mitigée. L'écriture pourrait être belle mais elle est parfois trop chargée. L'histoire ne m'a malheureusement pas vraiment touchée. On oscille entre un récit de résilience et une enquête mais les deux se mélangent mal. Les nombreux bons dans le passé, les différents points de vue mal identifiés rendent la lecture confuse. Ça se lit très vite mais je l'ai refermé en me disant ""tout ça pour ça!""",3.0
Le Club des Cinq,Enid Blyton,Tome 2 où l'on retrouve le Club des Cinq lors des vacances de Noël.,4.0
"Les 5 terres, tome 7 : L'heure du cadeau",Jérôme Lereculey,"Début d'un second cycle après celui sur Angléon (Game of Thrones version féline, superbe!) , cette fois ci chez les primates. Keona, la petite otage a été libérée par la jeune reine, est repartie vers Alysandra, royaume de sa mère.",4.5
Rendez-vous au chalet des coeurs oubliés,Emily Blaine,"Une fois de plus, Emily Blaine fait mouche et nous offre une romance de Noel doudou, à savourer sous le plaid, avec un chocolat chaud... et des cornichons!!! Ca donne envie tiens!!",5.0
Mages T07: Soliman,Andrea Cuneo,"Soliman est un un jeune homme sans grand talent, renié par son père, qui a découvert qu'il n'était pas son fils, par celle dont il était tombé amoureux, il vivote. Juste au moment où son père ainsi que les mages du roi de l'endroit sont assassinés. Il est le seul à pouvoir protéger un tant soit peu le roi. Même si ses talents sont limités. Son frère, très protecteur, savait utiliser la magie, mais pas lui. Il est pourtant l'ultime rempart face à un nécromancien qui arrive pour éradiquer tout le monde. Allié à un barbare violent, il va devoir faire face et utiliser ses maigres talents, sa lacheté intrinsèque, son ingéniosité pour se battre et gagner, une idée dont il n'a pas l'habitude. Une intrigue classique (le vilain petit canard qui va sauver tout le monde) avec des personnages sympathiques, avec quelques pointes d'humour. Pas mal du tout.",3.0
Queen Kong,Hélène Vignal,@Queen Kong d’@Hélène Vignal : une claque magistrale à laquelle je ne m’attendais pas. Une lecture bouleversante. Des frissons d'émotion.,4.5
"La source du pranium, tome 1 : Le carnet d'Anatole K.",Karis Demos,"Il y a quelques temps déjà, j’ai lu La Source du Pranium écrit par Karis Demos que je remercie pour sa confiance et l’envoi de son merveilleux livre.",4.0
Les 12 Noëls de Kate,Jenny Bayliss,"Une célibataire que tout le monde presse pour qu’elle rencontre un homme, une nouvelle appli qui promet de rencontrer son âme soeur, des rendez-vous programmés un peu comme un calendrier de l’Avent, le tout dans une petite ville qui sent bon Noël et où de surcroit tout le monde se connait. Une idée plein de promesses de passer de bons moments !",5.0
Intempéries,Lehmann Rosamond,"c'est un roman un peu Jane Austeen, un peu bien pensant, se passant à l'époque Hercule Poirot en Angleterre. Pas sûr qu'on le trouve encore facilement en librairie (c'est un de mes vieux livres de poche, vous savez, ceux avec la tranche colorée)... mais en brocante ? en occasion ?",4.0
Zadig ou la Destinée, Voltaire,"Zadig, un sage babylonien, proche du souverain, connaît des déboires amoureux: sa fiancée l'abandonne car il a failli devenir borgne et sa femme a conçut le projet de lui couper le nez.",5.0
Nous sommes les chasseurs,Jérémy Fel,"Il y a ce manoir perdu dans la forêt. Le manoir des Valdenaire. Passé les murs d’enceinte, le soleil se fait moins fort, les bruits sont plus étouffés et même l’air y est plus lourd.",5.0
"Le Cycle de Fondation, Tome 5 : Terre et Fondation",Isaac Asimov,"Quel étrange roman que voilà, qui ressemble plus à un huis clos qu’à un space opera !",3.5
L'ombre de la baleine,Camilla Grebe,"Troisième roman de Camilla Grebe que je lis et je retrouve son style caractéristique d'écriture. La narration est alternée entre trois personnages: Samuel, un jeune qui a disparu, sa mère Pernilla qui le recherche et Manfred qui enquête sur plusieurs meurtres mystérieux. Le lecteur retrouve avec plaisir les personnages Manfred, Malin et Hanne issus du roman précédent.",4.5
Ne dis jamais « mon frère »,Sabrina Gramage,"Une lecture qui m'a littéralement prise au dépourvue pour mon plus grand plaisir. Une belle plume fluide et addictive. Une fascinante intrigue qui sort de l'ordinaire qui est menée avec une grande adresse. Des personnages brillamment étoffés. Des émotions brutes dépeintes avec un naturel désarmant. Et de l'Amour sous toutes ses formes. C'est tout ce qu'il me faut pour passer un sublimissime moment. ""Ne dis jamais ""mon frère"""" est un émouvant récit d'une très grande beauté qui vous ébranlera à tous les niveaux, qui aura une place de choix dans ma bibliothèque papier et qui est bien évidemment à découvrir... C'est mon premier roman de Sabrina Gramage et cela ne sera pas mon dernier... ",5.0
Vous faites quoi pour Noël ? On se marie !,Ponte Carene,"J'avais adoré le premier tome, j'ai adoré celui ci aussi !",4.5
Rendez-vous au chalet des coeurs oubliés,Emily Blaine,"""Joyeux Noël & bons cornichons !"" Dixit Emily Blaine en dédicace de mon livre... bons cornichons ? Comment ça bons cornichons?",4.0
Darius le Grand ne va pas bien,Adib Khorram,"Alerte coup de coeur ! Je finis bien l'année avec ce véritable chef d'oeuvre de sensibilité. Je vous invite à lire ma chronique sur le site, parce que je ne pourrais pas tout exprimer ici tant ce roman m'a touchée ! J'ai beaucoup ri mais j'ai surtout pleuré, pour la représentation incroyable de la dépression, des liens familiaux qui est faite. Étant concernée par pas mal de sujets, c'était une lecture pleine d'émotions. Même si le style d'écriture est un peu particulier, le personnage de Darius est profond et creusé, et dévoile au fil du récit une multiplicité de facettes. Sont évoqués également les thèmes du harcèlement et du sentiment d'appartenance, du racisme aussi. Le voyage de Darius en Iran va lui permettre de se trouver, de se comprendre et de remplir les vides de sa vie. J'ai aimé l'amour qui se dégage de l'ouvrage malgré certains moments très durs et mélancoliques. Je continue à découvrir le pays sublime qu'est l'Iran, ici par son architecture notamment, ses habitants et sa nourriture. Tout comme Darius, on apprend de la vie dans cette histoire et j'ai hâte de continuer à le suivre dans le second tome ! À noter, 5% du prix de vente est reversé à l'association France Dépression ! S'il y a un livre à ne pas manquer, c'est bien lui.",5.0
Longue vie,Stanislas Moussé,"Conseillé par le bibliothécaire au dernier café BD, après que j'ai conseillé Océan d'amour de Wilfrid Lupano, je viens de me prendre une belle claque dans la figure.",4.0
"Weird Fantasy, tome 1",Wally Wood,"Après avoir lu les 3 tomes du comics Weird Science, je commence à lire les tomes de son jumeau Weird Fantasy.",4.0
"Millénium, tome 4 : Ce qui ne me tue pas",David Lagercrantz,Mes craintes que l'auteur ne soit pas au niveau de Stieg Larsson ont très vite été levées.,4.5
Les Imbéciles heureux,Charlye Ménétrier McGrath,"Aujourd'hui, je viens vous parler du livre Les imbéciles heureux de Charlye Ménétrier McGrath. J'avais adoré les sales gosses alors j'avais hâte de lire celui-ci.",3.5
"Les trois gardes, tome 1 : Les prémices du mal",Damien Mauger,"L'univers Fantasy est assez neuf pour moi. Cela ne fait qu'une seule année que je me lance de temps à autre dans la lecture d'un roman de ce genre. Lorsque Babelio et @betapublisher m'ont envoyé le premier tome des ""Trois gardes"" de Damien Mauger dans le cadre de la masse critique, je ne savais donc pas trop à quoi m'attendre.",4.0
La servante écarlate (comics),Margaret Atwood,"Que vaut cette adaptation du roman culte d'Atwood ? Je ne peux pas vous faire de comparaison avec le livre car je ne l'ai jamais lu (il faudrait !) mais j'ai regardé les deux premières saisons de la série. J'adore les romans graphiques et les dystopies et je dois dire que j'ai été conquise. D'abord j'ai aimé le format et le crayonné de l'illustratrice. Ses dessins permettent de créer plusieurs ambiances, parfois lumineuses dans les souvenirs, parfois très sombres dans le présent. Certaines pages sont très belles et il se dégage une réelle émotion.",5.0
D'abord ne pas nuire,François Clapeau,"Monsieur Clapeau est un auteur que j'ai eut le plaisir de rencontrer et découvrir à la foire du livre de Brive. Après une explication de son travail d'auteur et de son écriture, j'ai été très tentée par ce roman dystopique.",3.5
